Name,Degrees,Department,Department2,Rank,AdministrativePosition
"Bangarth,Stephanie ","BA, Western ",History ,,Adjunct Research Professor ,
"Banks,Michelle Dawn ","BA, Dalhousie Univ; MA, Dalhousie Univ; Ph.D. Western ",Film Studies ,,Assistant Professor ,
"Banner,Robert ",Professional ,Anesthesia-Perioperative Med ,,Adjunct/MD ,
"Bannerjee,Rohini Reena ","BSc, MA Dalhousie NS; Ph.D. Western ",French Studies ,,Assistant Professor ,
"Bansal,Pratima (Tima) ","BA Calgary; DPHIL, MPHIL Oxford; MA Western; ",Business - Associate Dean ,,Professor ,
"Banting,David William ","DDPH, DDS, MSc Toronto; FRCD(C), Ph.D. ; ",Dentistry ,,Professor Emeritus ,
"Barari Amirkola,Ahmad ","Ph.D., P.Eng. ",Mechanical & Materials ,,Adjunct Research Professor ,
"Barbeau,Michele Louise ","BSc Honors, Western; MSc., Western; Bach Ed, Western; Ph.D. Western ",Anatomy & Cell Biology ,,Lecturer ,
"Barclay,Donald W ","BSc Bishop's; MA, Ph.D. Michigan; MBA McMaster; ",Business - Associate Dean ,,Professor Emeritus ,
"Barghi,Shahzad ","BSc, MSc Iran; Ph.D. London; P. Eng. ",Chemical &Biochem Engineering ,,Assistant Professor ,
"Barker,Danika ",BA Western; BED Western ,Education - Preservice Office ,,Lecturer ,
"Barker,Gillian ","BA Toronto, Ph.D. California ",Philosophy ,,Assistant Professor ,
"Barmby,Pauline M ","BS UBC, Ph.D. Harvard ",Physics and Astronomy ,,Assistant Professor ,
"Barnett-Cowan,Michael Franklin Tom ",Ph.D. York Univ ,Psychology ,,Adjunct Research Professor ,
"Barnett,Henry J M ",MD Toronto; FRCPCan ,Clinical Neurological Science ,,Professor Emeritus ,
"Barnett,John ",BSc BED Mount Allison; MEd St. Mary's; MSc Acadia; Ph.D. Toronto; ,Education - Office of the Dean ,,Associate Professor ,
"Barnett,William Howard ",FRCPCan FRCPCan MBBCh at RCP IRELAND ; BA at TORONTO ,Department of Medicine ,,Associate Professor/MD ,
"Barney,Robert K ","BS, MS, Ph.D. New Mexico; ",Kinesiology-Office of Director/Health Sciences - Dean's Office ,,Professor Emeritus ,
"Barnier,Jodi Lyn ",BSN Laurentian; RN Fanshawe ,Nursing ,,Lecturer ,
"Baron-Woods,Kristina ",BSN Brandon MB; MSN Athabasca Alberta ,Music - Research & Composition ,,Lecturer ,
"Barr,Jennifer ",BScPhm at UBC ; MD FRCPCan at VICTORIA ,Psychiatry ,,Assistant Professor/MD ,Course Coordinator 
"Barr,Lauren ","BA, Western; MA, Western, Bach Ed, Western ",Sociology ,,Lecturer ,
"Barr,Robert M ",MD; FRCPCan ,Department of Medicine ,,Professor Emeritus ,
"Barr,Stephen ",BSc Ph.D. at CALGARY ,Microbiology & Immunology ,,Assistant Professor ,
"Barra,Lillian ",BS Univ of Torontooronto; MD Western ,Department of Medicine ,,Assistant Professor/MD ,
"Barral,Myrlinda ",MD FRCPCan ,Psychiatry - Ext Camp Program ,,Adjunct/MD ,
"Barrick,David Donald ",BA Western; MART Concordia QC ,Arts - Writing ,,Lecturer ,
"Barron,John ","BA, BSc Memorial; MSc, Ph.D. Toronto; ",Computer Science ,,Professor ,
"Barron,Tatyana ",BA Russian Federation; Ph.D. Penn State USA ,Mathematics ,,Associate Professor ,
"Barron,Virginia ","Univ of Toronto, Manhattan School of Music ",Music - Performance Studies ,,Lecturer ,
"Barry,John Martin ",BA Western ,Education - Preservice Office ,,Lecturer ,
"Barry,Raya Layne ",BA Western ,Psychiatry ,,Lecturer ,
"Barsanti-Innes,Marilyn Ann ","BA, Bach Ed., Western; M.Ed., Western ",Education - Preservice Office ,,Lecturer ,
"Bart-Riedstra,Carolynn Elizabeth ","BA, M Ed Western ",Info & Media Studies - General ,,Lecturer ,
"Barteet,Charles Cody ",BA Charleston; MA Texas at San Antonio; Ph.D. SUNY Binghamton ,Visual Arts ,,Assistant Professor ,
"Barth,Aaron Mitchell ",BA Queen's U; Ph.D. Western ,Philosophy ,,Assistant Professor ,
"Bartha,Robert ",Ph.D. at Western ; BSc at WATERLOO ,Department of Medical Imaging/Medical Biophysics/Psychiat ,,Associate Professor ,
"Bartlett,Doreen J ","BSc(PT) Queen's; MSc, Ph.D. Alberta; ",Physical Therapy ,,Professor ,
"Bartlett,Michael F ",BSc Queen's; MASc Waterloo; Ph.D. Alberta; P. Eng.; THE UNIVERSITY OF WESTERN ONTARIO EDWARD G. PLEVA AWARD FOR EXCELLENCE IN TEACHING (2000) ,Civil & Environmental ,,Professor ,
"Bartlett,Paul R ","B.Sc., M.D., C.C.F.P. U of Alberta ",Family Medicine - General/Schulich - Education Office ,,Assistant Professor/MD ,
"Bartley,Debra ",FRCPCan MD at TORONTO ; BSc at WLU ,Surgery/Paediatrics ,,Assistant Professor/MD ,
"Bartley,Peter Andrew ",BMUS ,Music - Education ,,Lecturer ,
"Barton,Peter G ",BScF Toronto; LLB Queen's; LLM Harvard; OF THE LAW SOCIETY OF UPPER CANADA ,Law - Office of the Dean ,,Professor Emeritus ,
"Baruah,Bipasha ","BA Delhi Univ, IND; Masters ON; Ph.D. York Univ ",Womens' Studies ,,Associate Professor ,
"Barwitzki,Gary Wilhelm ",MD Western ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Barysevich,Alena ","BA, Minsk Linguistic Univ; MA, Western; Ph.D. Western ",Modern Languages & Literatures/French Studies ,,Assistant Professor ,
"Barysevich,Veranika ",BA Minsk State Ling U BLR; MART Western ,French Studies ,,Lecturer ,
"Bassi,Amarjeet Singh ",BTECH Beneres; MS Sask; Ph.D. Western; P. Eng. ,Chemical &Biochem Engineering ,,Professor ,
"Bassnett,Madeline ",BA Univ of Torontooronto; Ph.D. Dalhousie Univ ,English/Womens' Studies ,,Assistant Professor ,
"Bassnett,Sarah ","BA, MA York; Ph.D. Binghamton; ",Visual Arts ,,Associate Professor ,Graduate Chair 
"Basu,Shantanu ","BSc Florida State; MSc, Ph.D. Illinois (Urbana); ",Physics and Astronomy ,,Professor ,Department Chair 
"Bates,Peter ","HBA and MA, Western ",Education - Graduate Education ,,Assistant Professor ,
"Bathurst,Rhonda Rene ","BA, Ph.D. McMaster Univ ",Anthropology ,,Adjunct Research Professor ,
"Batohi,Pravin ",MBChB at NATAL ; FRCPCan at Western ,Anesthesia-Perioperative Med ,,Assistant Professor/MD ,
"Batterman,Robert W ","BA Cornell; MA, Ph.D. Michigan ",Philosophy ,,Adjunct Research Professor ,
"Battista,Jerry Joseph ",BSc at CONCORDIA ; Ph.D. at TORONTO ; MSc at Western ,Medical Biophysics/Oncology ,Physics and Astronomy ,Professor ,Department Chair 
"Bauer,Greta R ",BS MPH Ph.D. at MINNESOTA ,Epidemiology and Biostatistics ,Womens' Studies ,Associate Professor ,
"Bauer,Michael A. ","BSc Dayton; MSc, Ph.D. Toronto; OCUFA Teaching Award (1981), The Edward G. Pleva Award for Excellence in Teaching (1981); ",Computer Science ,,Professor ,
"Baum,Kayla L ","BA, Indiana Univ, USA; MART, Western ",Sociology ,,Lecturer ,
"Bauman,Glenn S ",FRCP MD at Western ,Medical Biophysics/Oncology/Schulich - Office of the Dean ,,Professor ,Department Chair 
"Bausmer,Tracy ",BS McMaster; MD Univ of Torontooronto ,Family Medicine - General ,,Adjunct/MD ,
"Bax,Karen Ann ",BA U of Ottawa ,Psychology ,,Adjunct Clinical Professor ,
"Bax,Kevin C ","MD, FAAP ",Paediatrics ,,Assistant Professor/MD ,
"Baxter,Eli Monroe ",BA Ontario ,First Nations Studies Program ,,Lecturer ,
"Baxter,Jamie W ","BA Queen's; MA, Ph.D. McMaster; ",Geography ,,Associate Professor ,
"Beach,Craig Aaron ",BA Western; MD McMaster Univ ,Psychiatry ,,Assistant Professor/MD ,
"Beach,David ",BA Brown Univ USA; Ph.D. Yale Univ USA ,Music - Research & Composition ,,Adjunct Professor ,
"Beal,Timothy ",BS U of California; MD U of Rochester ,Psychiatry ,,Adjunct/MD ,
"Beamish-MacMillan,Gwen ","ARCT, LRCT ; MMUS Michigan; ",Music - Office of the Dean ,,Lecturer ,
"Beamish,Paul William ","BA, Ph.D. Western; ",Business - Associate Dean ,,Professor ,
"Beath,Robert L ",DDS at Western ,Graduate Orthodontics ,,Adjunct Clinical Professor ,
"Beaton,Melanie ",FRCPCan MD at OTTAWA ; BS at Queen's ,Department of Medicine ,,Assistant Professor/MD ,
"Beaton,W D ",DDS Toronto; MSc Manitoba ,Graduate Orthodontics ,,Adjunct Clinical Professor ,
"Beattie,Sean David ",DDS Marquette U USA: MSD Indiana U USA ,Dental Clinics ,,Adjunct Clinical Professor ,
"Beatty,Amy Elizabeth ",Bachelors ON ,Nursing ,,Lecturer ,
"Beauchemin,Steven ","BSc Trois Rivieres; MSc, Ph.D. ; ",Computer Science ,,Associate Professor ,
"Beaudin,Andre ","Bachelors, Ph.D. QC ",French Studies ,,Adjunct Professor ,
"Beaujot,Roderic P ","BA College Mathieu; MA, Ph.D. Alberta; ",Sociology ,,Adjunct Research Professor/Professor Emeritus ,
"Bechard,Daniel Jerome ","BA Honors, Western; MSc., Ph.D., Western ",Kinesiology-Office of Director ,,Associate Professor ,
"Beck,Alan E ",BSc London; PhD Australian National; ,Earth Sciences ,,Professor Emeritus ,
"Becker,Helmut J. ","BA Saskatchewa, MS Wisconsin ",Visual Arts ,,Professor Emeritus ,
"Beckhoff,Gerhard Franz ",,Computer Science ,,Professor Emeritus ,
"Bedard,Nicholas Charles ","BS, MART Western ",Economics ,,Lecturer ,
"Bednar,Daniel ",BA U of Winnipeg; MART Western ,Geography ,,Lecturer ,
"Beeckmans,Jan M ","Bsc University College UK, MASc Univ of Toronto, Ph.D. Univ of Toronto ",Engineering - Office of Dean ,,Professor Emeritus ,
"Begen,Mehmet ","BS Turkey, MS UBC ",Business - Associate Dean ,Epidemiology and Biostatistics ,Assistant Professor ,
"Begy,Jane Elizabeth ",Bachelors ON ,Education - Continuing Educ ,,Lecturer ,
"Behrens,Jack ","BSc, MSc Juilliard; Ph.D. Harvard; ",Music - Office of the Dean ,,Professor Emeritus ,
"Behzadi,Hida ",BA Ontario ,Info & Media Studies - General ,,Lecturer ,
"Beier,Frank ",Ph.D. at ERLANGEN-NUREM ,Oncology/Physiology and Pharmacology/Dentistry ,,Professor ,Assistant Chair 
"Belanger,Daniele ","BA Ottawa, MA Paris, Ph.D. Montreal ",Sociology ,,Professor ,
"Belfry,Glen Robert ","BA, MA ; BA Ottawa; BEd Queen's; ",Kinesiology - General ,,Assistant Professor ,
"Bell,David A ",MD; FRCPCan ,Department of Medicine ,,Emeritus ,
"Bell,David W ",BA Ontario ,Education - Continuing Educ ,,Lecturer ,
"Bell,Edward ","BA U of Victoria, MA U of Alberta, Ph.D. McGill ",Sociology ,,Adjunct Research Professor ,
"Bell,John L ","BA, MA, Ph.D. Oxford; ",Philosophy ,,Professor ,
"Bell,Kaitlin a ","BA,MART Western ",Nursing ,,Lecturer ,
"Bell,Peter C ","BA, MA Oxford; MBA, Ph.D. Chicago; ",Business - Associate Dean ,,Professor ,
"Bellhouse,David Richard ","BA, MA Manitoba; Ph.D. Waterloo; The University of Western Ontario Excellence in Teaching Award (1985) ",Statistics & Actuarial Science ,,Professor ,
"Bellingham,Geoff Alexander ",MD ,Anesthesia-Perioperative Med ,,Assistant Professor/MD ,
"Belliveau,Daniel ",Ph.D. at Western ; BSc at XAVIER ,School of Health Studies ,,Associate Professor ,School Director/Undergraduate Chair 
"Bello,Juan ",BA U of Calolica Venezuels; Mart Internac de Andalucia Spain ,Film Studies ,,Assistant Professor ,
"Belton,Michelle Lynn ","BS, Ph.D. UWO ",Physiology and Pharmacology ,,Adjunct Assistant Professor ,
"Belton,Tom Donald ","Bachelors, Masters CANADA ",Info & Media Studies - General ,,Lecturer ,
"Belyea,Melita C. ",MD at TORONTO ; CCFP at Western ; BSc at XAVIER ,Family Medicine - General ,,Adjunct/MD ,
"Ben Ayed,Ismail ","Ph.D. INRD, QC ",Medical Biophysics ,,Adjunct Assistant Professor ,
"Benbow,Sarah ",BS (Nursing) Western ,Nursing ,,Lecturer ,
"Bend,John R ",BSc MSc at MANITOBA ; Ph.D. at SYDNEY ,Pathology/Paediatrics/Physiology and Pharmacology ,,Professor ,Research Director 
"Bendle,Neil ",BA U of Nottingham GBR; MBA U of Virginia ,Business - Associate Dean ,,Assistant Professor ,
"Benedetti,Paul ","BA, MA McMaster; ",Info & Media Studies - General ,,Lecturer ,
"Benn,Kelly Dorothy ","Bachelors, Masters CANADA ",Psychology ,,Adjunct Clinical Professor ,
"Benner,Ron ",,Visual Arts ,,Adjunct Research Professor ,
"Bennett,James Michael ","BSc Queen's; MA, Ph.D. ; ",Computer Science ,,Professor Emeritus ,
"Bennett,Nicholas J ",BS U of Manitoba MB; MD U of Manitoba MB ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Benoit,Andrea C ",BS (Nursing) Western ,Info & Media Studies - General ,,Lecturer ,
"Bentley,David M ",BA Victoria(BC); MA Carleton; MA Dalhousie; Ph.D. London; ,English ,,Professor ,
"Berard,Roberta ",BS U of Manitoba; MD Univ of Torontooronto ,Paediatrics ,,Assistant Professor/MD ,
"Berest,Julia ","BA Ukraine; MA, Central European Univ; Ph.D. Western ",History ,,Assistant Professor ,
"Berge,Jonathan Eric ","BESc, Western; MESc, Western; Ph.D. Western ",Chemical &Biochem Engineering ,,Lecturer ,
"Bergin,M. ",FRCP BSc BA MD at OTTAWA ,Department of Medicine ,,Associate Professor/MD ,
"Bergougnou,Maurice ",BA/Ph.D. USA ,Chemical &Biochem Engineering ,,Professor Emeritus ,
"Berman,Helene Anne ","BA Wisconsin; MS Michigan; Ph.D. Wayne State, RegN ",Education - Office of the Dean/Centre-RES&EdViol-AWom&Child ,Nursing /Health Science - Dean's Office ,Professor ,
"Bernadska,Ewa ",LMCC FRCPCan FRCPCan MD at AKAD-LODZ ; MD at WROCLAW ,Anesthesia-Perioperative Med ,,Adjunct/MD ,
"Bernards,Mark A ","BSc, Ph.D. Guelph; ",Department of Biology ,,Professor ,Department Chair 
"Berruti,Franco ","DOTT.ING Torino; MASc, Ph.D. Waterloo; PEng ",Chemical &Biochem Engineering/The Institute of Chem & Fuels ,,Professor ,
"Bertoia,Chris ",Ph.D. Western ,Kinesiology-Office of Director ,,Lecturer ,
"Bertoldi,Margaret ",BSc at REGINA ; MD at SASKATCHEWAN ,Paediatrics/Schulich - Education Office ,,Adjunct/MD ,Academic Director 
"Bertram,Barbara Ophelia Belen ",BS Wilfrid Laurier Univ; MD McMaster Univ ,Anesthesia-Perioperative Med/Schulich - Education Office ,,Adjunct/MD ,
"Bertrand,Monique A ",FRCSCan BSc MD at MEMORIAL ; BSc at OTTAWA ,Oncology/Obstetrics & Gynaecology ,,Professor/MD ,
"Berube,Nathalie G ",BSc Ph.D. at OTTAWA ,Biochemistry/Paediatrics ,,Associate Professor ,
"Bester,C. Alan ","BS, Ph.D. Duke Univ ",Economics ,,Associate Professor ,
"Bethune-Davies,Patricia ","BSN, MSN Western ",Nursing ,,Adjunct Assistant Professor ,
"Bettger-Hahn,Margo Louise ","BS(Nursing) U of Windsor, MS (Nursing) Western ",Nursing ,,Adjunct Assistant Professor ,
"Betts,Dean Harvey ",Ph.D. at GUELPH ; BSc MSc at Western ,Obstetrics & Gynaecology/Physiology and Pharmacology ,,Associate Professor ,
"Bewick,Diane Ruth ","BA, MA Ontario ",Nursing ,,Adjunct Assistant Professor ,
"Beynon,Charlene Elisabeth ","BSN, MSN Western ",Nursing ,,Adjunct Associate Professor ,
"Beyrem,Yasser Fadl ","BA, MLIS Western ",Nursing ,,Lecturer ,
"Bezner Kerr,Rachel ",BSc Toronto; MSc Guelph; Ph.D. Cornell; ,Geography ,,Adjunct Research Professor ,
"Bhaduri,Mousumi ","MBBS U of Pune, India ",Department of Medical Imaging ,,Assistant Professor/MD ,
"Bhalla,Rashmi ",BS MD at MCMASTER ; CCFP at Western ,Family Medicine - General ,,Adjunct/MD ,
"Bhandari,Rakesh ",FRCPCan MD MBBS at INDORE ; DA at VIENNA ,Anesthesia-Perioperative Med ,,Associate Professor/MD ,
"Bhangu,Raminder ",MBBS at PUNJAB AGR ,Psychiatry - Ext Camp Program/Schulich - Education Office ,,Adjunct/MD ,
"Bharatha,Aditya ",BS U of Calgary; MD Univ of Torontooronto ,Department of Medical Imaging ,,Adjunct/MD ,
"Bhardwaj,Asha ",FRCPCan MBBS at PUNJAB AGR ,Physical Medicine and Rehab ,,Adjunct/MD ,
"Bhatia,Kul B ","BComm, MComm Delhi; Ph.D. Chicago; ",Economics ,,Professor ,
"Bhatia,Nandi ","BA, MA, Ph.D. Panjab; MA, Ph.D. Austin; ",English/ Arts - Office of the Dean ,,Professor ,"Associate Dean (Research,Grad) "
"Bhattacharjee,Rabindra ",Ph.D. Osaka Univ Japan ,Chemical &Biochem Engineering ,,Adjunct Research Professor ,
"Bhattacharya,Moshmi ",Ph.D. at MCGILL ; BSc at WEST INDIES ,Physiology and Pharmacology ,,Associate Professor ,
"Bhattacharya,Scotia ",BA McMaster; MED Western ,Education - Graduate Education ,,Lecturer ,
"Bhayana,Bhooma ",MD at Western ,Family Medicine - General ,,Adjunct/MD ,
"Bhayana,Vipin ",FCACB Ph.D. at MANITOBA ; BSc at PANJAB ,Clinical Biochemistry ,,Associate Professor ,Course Coordinator 
"Bhella,Vishal Singh ",BS U of Ottawa; MD McMaster Univ ,Family Medicine - General ,,Adjunct/MD ,
"Bhimani,Munsif Ali ",BSc MSc at TORONTO ; MD at Western ,Department of Medicine/Family Medicine - General/Schulich ,,Associate Professor/MD ,
"Bianchi,Sophia ","BSc and MD, Univ of Calgary ",Family Medicine - General ,,Adjunct/MD ,
"Bidinosti,Dino R ",Degree Manitoba; Ph.D. Ontario ,Chemistry ,,Professor Emeritus ,
"Bidinot,Hugo Luigi ",Professional Degree Ontario ,Anesthesia-Perioperative Med ,,Adjunct/MD ,
"Biehn,John ",Professional Degree Ontario ,Family Medicine ,,Professor Emeritus ,
"Bielmann,Louis ",BA U of Waterloo; MA U of Victoria BC ,Bachelor of Mgmt & Org Studies ,,Lecturer ,
"Bigelow,Ann Kirsten ","BA, CA, MPA ; ",Bachelor of Mgmt & Org Studies ,,Lecturer ,
"Biggs,Richard Gregory ",BS Stanford; Ph.D. British Columbia; ,Mathematics ,,Professor Emeritus ,
"Biggs,Terrence Charles ","BA, Ph.D. Ontario ",Psychology ,,Assistant Professor ,
"Bigham,Gerald Louis ",BA BA (Hon) MD MD at Western ,Family Medicine - General ,,Adjunct/MD ,
"Billings,David J ",BSc MD at MEMORIAL ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,
"Billou,Niels ","HBA, MBA, Western ",Business - Associate Dean ,,Assistant Professor ,
"Binkley,Robert W. ",BA Colorado; Ph.D. Minnesota; ,Philosophy ,,Professor Emeritus ,
"Binnie,Ian C ","BA McGill, LLB Cambridge, LLM U of T ",Law - Office of the Dean ,,Honorary Professor ,
"Binns,Andrew ","BS, Ph.D. Queen's Univ ",Civil & Environmental ,,Assistant Professor ,
"Birmingham,Trevor B ","BSc (PT), MSc (PT), Ph.D. ; ",Physical Therapy ,,Professor ,
"Bisha,Tim ",BA U of Saskatchewan; Ph.D. UWO ,Anthropology ,,Adjunct Research Professor ,
"Bishop,Andrew G. ",MD MD at DALHOUSIE ; BSc BSc at NEW BRUNSWIC ; CCFP at Western ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Bishop,Joan Elizabeth ","BSc, MD Toronto; FRCPCan ",Psychiatry ,,Professor Emeritus ,
"Bishop,Monica Anne ","BS, MD UWO ",Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,Course Coordinator 
"Bishop,Pamela W ","UDIP Monash Univ AUS; Ph.D. Univ of Torontoasmania, AUS ",Education - Office of the Dean ,,Associate Professor ,Academic Director 
"Bishop,Paul M ","BASC, BSA Toronto; DBA Harvard; MBA Western; ",Business - Associate Dean ,,Professor Emeritus ,
"Biswas Mellamphy,Nandita ",BA Manitoba; MA; Ph.D. Toronto ,Political Science ,Womens' Studies ,Associate Professor ,
"Bitsuamlak,Girma T ",BS Addis Ababa Univ ETH; Ph.D. Concordia Univ QC ,Civil & Environmental ,,Associate Professor ,
"Bjorklund,Elaine ",BSc Utah; MA Washington; Ph.D. Chicago; ,Geography ,,Professor Emerita ,
"Black,Anthea Lynn Eileen ",BFA Alberta College of Art and Design; MFA Western ,Visual Arts ,,Lecturer ,
"Black,Robert Thomas ",MD at Western ,Surgery/Schulich - Education Office ,,Adjunct/MD ,
"Blackmore,Tim ","BA, MA, Ph.D. York; ",Info & Media Studies - General ,,Professor ,
"Blaikie,Fiona M ","BA U of CapeTown South Africa, Ph.D. UBC ",Education - Office of the Dean ,,Adjunct Research Professor ,
"Blaine,Kirsten ",FRCP BSc at CALVIN COL ; MD at TORONTO ,Paediatrics/Schulich - Education Office ,,Adjunct/MD ,
"Blake,Peter Gerard ",FRCPCan MSc at ALBERTA ; MBBCh MD BSc FRCPCan at DUBLIN ,Department of Medicine ,,Professor/MD ,
"Blankenship,Janelle S ",BA Truman; MA Texas; Ph.D. Duke ,Film Studies ,,Assistant Professor ,
"Blass,Maria M ","BS U of Windsor, MD U of Ottawa ",Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,
"Block,Gary David ",FRCPCan BSc MD at Western ,Anesthesia-Perioperative Med ,,Associate Professor/MD ,
"Block,Irving L. ","BA Vanderbilt; MA, Ph.D. Harvard; ",Philosophy ,,Professor Emeritus ,
"Blokker,Catherine Pauline ","BA, MD Western ",Surgery ,,Adjunct/MD ,
"Blomqvist,Ake G ",CIVILEKONOM Stockholm; Ph.D. Princeton; ,Economics ,,Professor Emeritus ,
"Boadu,Fred ","BSc Ghana, Ph.D. USA ",Civil & Environmental ,,Adjunct Research Professor ,
"Boadway,Dennis ",BSc Univ of Torontooronto; DDS Univ of Torontooronto ,Dental Clinics ,,Adjunct Clinical Professor ,
"Bock,Dirk Erich ",BMS/MD Goethe Germany ,Paediatrics ,,Assistant Professor/MD ,
"Bocking,J Kenneth ",MD at Western ,Surgery ,,Adjunct/MD ,
"Bode,Anneliese E ","BA, MA Saskatchewan; ",Mathematics ,,Professor Emerita ,
"Bodrogi,Patricia ","Bachelors, Masters CANADA ",Education - Continuing Educ ,,Lecturer ,
"Bohay,Richard Neil ",DIP ORAL RADIOLOGY Toronto; DMD Saskatchewan; ,Dentistry/Epidemiology and Biostatistics ,,Associate Professor ,
"Bohorquez,Esperanza ",DDS Columbian U of Dents COLOMBIA ,Dental Clinics ,,Adjunct Clinical Professor ,
"Boisvert,Michael James ","Bachelors, Masters Ontario ",Psychology ,,Assistant Professor ,
"Boivin,Andre ","BSc, Ph.D. Montreal; MSc Toronto; ",Mathematics ,,Professor ,Department Chair 
"Bokhout,Maarten ",MD at TORONTO ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,
"Bol,Nancy Ann ","BSN, Masters Western ",Nursing ,,Adjunct Assistant Professor ,
"Bolton,James Robert ","BA, MA Saskatchewan; Ph.D. Cantab; ",Chemistry ,,Professor Emeritus ,
"Bombassaro,Anne Marie ",BScPhm PharmD ,Department of Medicine ,,Adjunct Assistant Professor ,
"Bonato,Lisa Veronica ",BA DDS at Western ,Dental Clinics ,,Adjunct Clinical Professor ,
"Bondy,Donald C. ",MD; FRCPCan ,Department of Medicine ,,Professor Emeritus ,
"Bonilla,Lorena ","BSN, MSN U of Saskatchewan ",Nursing ,,Adjunct Assistant Professor ,
